,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,source_file,UIDENTSTLAE
102113,102114,5,5,15,0,2019,3,8,5,3,2,6,0,0,1,0,0,0,1,"405918,101571524520000","5754981,130436208100000",7.631424865000042,51.937585940000076,1,Unfallorte2019_LinRef.csv,
102139,102140,5,5,15,0,2019,3,16,6,3,1,6,0,0,1,0,0,0,0,"405616,393853934480000","5752109,173115072800000",7.627824911000062,51.91172028200003,1,Unfallorte2019_LinRef.csv,
102283,102284,5,5,15,0,2019,3,19,6,3,5,6,2,0,1,0,0,0,0,"408964,218999999580000","5756241,443000001800000",7.675388919000056,51.94942112500007,1,Unfallorte2019_LinRef.csv,
102326,102327,5,5,15,0,2019,3,18,4,3,5,2,1,1,1,0,0,0,0,"405930,555931756270000","5756158,803321506800000",7.631283782000025,51.948173534000034,1,Unfallorte2019_LinRef.csv,
102393,102394,5,5,15,0,2019,3,18,1,3,6,4,0,0,0,1,1,0,0,"405575,885999999940000","5757014,406000001400000",7.625889824000069,51.95580397800006,0,Unfallorte2019_LinRef.csv,
102396,102397,5,5,15,0,2019,3,9,1,3,5,3,0,0,1,0,0,0,1,"408040,588353901170000","5756698,712651100000000",7.661831266000036,51.953379393000034,1,Unfallorte2019_LinRef.csv,
102486,102487,5,5,15,0,2019,3,10,7,2,6,2,0,0,1,1,0,0,0,"406975,404400109310000","5751286,570675639400000",7.647798701000056,51.90455488500004,1,Unfallorte2019_LinRef.csv,
102604,102605,5,5,15,0,2019,3,12,4,3,5,2,0,0,1,0,0,1,0,"402951,451053687370000","5757815,348296627400000",7.587483737000071,51.962551261000044,0,Unfallorte2019_LinRef.csv,
102605,102606,5,5,15,0,2019,3,14,4,3,2,6,0,0,1,0,0,0,0,"406290,288622079420000","5758872,434025185200000",7.635775979000073,51.97262564200008,0,Unfallorte2019_LinRef.csv,
102737,102738,5,5,15,0,2019,3,7,3,3,2,6,0,0,1,0,1,0,0,"406917,267184799540000","5755810,457824073700000",7.645730459000049,51.94520841500008,0,Unfallorte2019_LinRef.csv,
102740,102741,5,5,15,0,2019,3,5,3,3,5,3,2,1,1,0,0,0,0,"407301,702077922410000","5761121,239457076400000",7.649887985000021,51.99300862200005,0,Unfallorte2019_LinRef.csv,
102839,102840,5,5,15,0,2019,3,17,5,3,4,2,0,1,1,0,0,0,0,"403888,358222963290000","5753109,800149969800000",7.602430983000033,51.92041881800003,0,Unfallorte2019_LinRef.csv,
102842,102843,5,5,15,0,2019,3,12,5,3,5,2,0,1,1,0,0,0,0,"406940,192162583580000","5756956,257807059200000",7.645753649000028,51.95551129900008,0,Unfallorte2019_LinRef.csv,
102845,102846,5,5,15,0,2019,3,10,5,3,2,6,0,0,1,0,0,0,0,"404795,636995307170000","5758392,962546680100000",7.614156670000057,51.96806194200008,0,Unfallorte2019_LinRef.csv,
102847,102848,5,5,15,0,2019,3,8,5,3,2,6,0,0,1,0,0,0,0,"404599,123999999840000","5755714,819000000100000",7.61204067500006,51.943956066000055,0,Unfallorte2019_LinRef.csv,
102938,102939,5,5,15,0,2019,3,6,2,2,9,1,0,0,1,0,0,0,0,"411701,605261794290000","5760813,670022878800000",7.714032064000037,51.99096097900008,1,Unfallorte2019_LinRef.csv,
102939,102940,5,5,15,0,2019,3,7,2,2,5,3,0,1,1,0,0,0,0,"404211,457999999630000","5756332,520000001400000",7.606230315000062,51.949441583000066,1,Unfallorte2019_LinRef.csv,
102941,102942,5,5,15,0,2019,3,7,2,2,3,2,0,1,1,0,0,0,0,"401513,002657247710000","5761614,806972492500000",7.565463923000038,51.99644849200007,1,Unfallorte2019_LinRef.csv,
103014,103015,5,5,15,0,2019,3,22,5,3,5,3,2,1,1,0,0,0,0,"403942,414524924940000","5754808,066945239900000",7.602742735000049,51.93569283700003,0,Unfallorte2019_LinRef.csv,
103173,103174,5,5,15,0,2019,3,8,2,3,2,6,0,0,0,0,0,1,1,"400100,045350049620000","5757336,904301408700000",7.546135655000057,51.95774589800004,1,Unfallorte2019_LinRef.csv,
103193,103194,5,5,15,0,2019,3,8,4,3,1,6,0,0,1,0,0,0,0,"403934,401000000540000","5758094,855000004200000",7.601707500000032,51.96523427600005,0,Unfallorte2019_LinRef.csv,
103321,103322,5,5,15,0,2019,3,2,7,3,9,1,2,0,1,0,0,0,0,"401339,414215439930000","5755822,069715181400000",7.564601155000048,51.94435153100005,0,Unfallorte2019_LinRef.csv,
103323,103324,5,5,15,0,2019,3,3,7,3,6,4,2,0,1,1,0,0,0,"405875,302571979350000","5757934,723611665900000",7.629993561000049,51.96412696500005,0,Unfallorte2019_LinRef.csv,
103371,103372,5,5,15,0,2019,3,9,3,3,3,2,0,1,1,0,0,0,0,"407042,487162917850000","5757868,757682314100000",7.646994903000064,51.96373042400006,0,Unfallorte2019_LinRef.csv,
103375,103376,5,5,15,0,2019,3,19,3,2,0,7,2,1,0,0,0,0,0,"404834,850615478120000","5758301,575632393400000",7.614752633000023,51.96724723700004,1,Unfallorte2019_LinRef.csv,
103378,103379,5,5,15,0,2019,3,16,3,3,5,3,0,1,1,0,0,0,0,"406815,368979238910000","5756752,365899626200000",7.643993013000056,51.95365771200005,0,Unfallorte2019_LinRef.csv,
103448,103449,5,5,15,0,2019,3,17,6,2,2,6,0,0,1,0,0,1,0,"401765,832000001330000","5755487,754000000700000",7.570898470000032,51.94142207800007,0,Unfallorte2019_LinRef.csv,
103449,103450,5,5,15,0,2019,3,13,6,3,0,7,0,1,0,0,0,0,0,"405068,546328530650000","5757456,739458249900000",7.618386829000031,51.95969347400006,0,Unfallorte2019_LinRef.csv,
103453,103454,5,5,15,0,2019,3,12,6,3,1,5,0,1,1,0,0,0,0,"409338,967175008730000","5752448,523362830300000",7.681839601000036,51.915388998000026,0,Unfallorte2019_LinRef.csv,
103539,103540,5,5,15,0,2019,3,13,2,3,4,7,0,0,1,0,0,0,0,"406763,394598265180000","5757671,449471956100000",7.642987480000045,51.96191018300004,0,Unfallorte2019_LinRef.csv,
103541,103542,5,5,15,0,2019,3,13,2,3,5,2,0,1,1,0,0,0,0,"408379,804999999700000","5753916,673999998700000",7.667507241000067,51.92842870800007,0,Unfallorte2019_LinRef.csv,
103544,103545,5,5,15,0,2019,3,5,2,3,1,6,1,0,1,0,0,0,0,"408465,782515562140000","5756983,971932612400000",7.667940774000044,51.95601361800004,1,Unfallorte2019_LinRef.csv,
103573,103574,5,5,15,0,2019,3,14,7,3,2,6,0,0,1,0,1,0,0,"403184,641941588370000","5759052,038047023100000",7.590527929000075,51.973707638000064,0,Unfallorte2019_LinRef.csv,
103574,103575,5,5,15,0,2019,3,11,7,3,5,3,0,0,1,0,0,0,0,"406295,454994968140000","5751057,860407678400000",7.637980180000056,51.902385157000026,0,Unfallorte2019_LinRef.csv,
103575,103576,5,5,15,0,2019,3,11,7,2,5,2,0,1,0,0,0,1,0,"404684,754999999890000","5759085,980000004200000",7.612350699000047,51.974272033000034,0,Unfallorte2019_LinRef.csv,
103713,103714,5,5,15,0,2019,3,22,6,2,0,1,2,0,0,0,1,0,0,"411762,840783765540000","5754367,631184671100000",7.716579718000048,51.93302883900003,0,Unfallorte2019_LinRef.csv,
103714,103715,5,5,15,0,2019,3,20,6,2,5,7,2,0,1,0,0,0,1,"403467,665412467900000","5759816,058558734100000",7.594432016000042,51.98062410700004,0,Unfallorte2019_LinRef.csv,
103715,103716,5,5,15,0,2019,3,13,6,3,2,6,0,0,1,0,1,0,0,"412166,518000000160000","5759474,416000003000000",7.721144127000059,51.97899649300007,0,Unfallorte2019_LinRef.csv,
103814,103815,5,5,15,0,2019,4,9,3,3,0,1,0,1,0,0,0,0,0,"408777,351301267740000","5753306,770466061300000",7.673448992000033,51.92301178500003,0,Unfallorte2019_LinRef.csv,
103815,103816,5,5,15,0,2019,4,9,3,3,5,2,0,1,0,0,0,0,0,"405953,276159846220000","5751932,169118478900000",7.632769415000041,51.91018626200008,0,Unfallorte2019_LinRef.csv,
103816,103817,5,5,15,0,2019,4,9,3,3,5,2,0,1,1,0,0,0,0,"407234,747960689480000","5756891,444253550800000",7.650056362000044,51.954977935000045,0,Unfallorte2019_LinRef.csv,
103932,103933,5,5,15,0,2019,4,15,2,3,1,6,0,0,1,0,0,0,0,"405835,492654532190000","5753334,913820864600000",7.630674060000047,51.92277495800005,0,Unfallorte2019_LinRef.csv,
103933,103934,5,5,15,0,2019,4,15,2,3,5,2,0,1,1,0,0,0,0,"409759,650559423490000","5751788,919165756600000",7.688127173000055,51.90952831900006,0,Unfallorte2019_LinRef.csv,
103934,103935,5,5,15,0,2019,4,10,2,3,5,3,0,0,1,0,0,0,0,"405479,162000001410000","5754891,432000000000000",7.625066403000062,51.93670530300005,0,Unfallorte2019_LinRef.csv,
104097,104098,5,5,15,0,2019,3,18,1,3,9,1,0,0,1,0,0,0,0,"405046,096913927230000","5746452,310915906000000",7.621093426000073,51.86077650500005,0,Unfallorte2019_LinRef.csv,
104153,104154,5,5,15,0,2019,4,10,6,3,2,6,0,1,0,0,0,0,0,"407260,946831095030000","5756888,806611299500000",7.65043821300003,51.95495859600004,0,Unfallorte2019_LinRef.csv,
104247,104248,5,5,15,0,2019,4,19,5,3,1,6,0,0,1,0,0,0,0,"404277,621986225250000","5758991,469667302400000",7.606451693000054,51.97335256400004,1,Unfallorte2019_LinRef.csv,
104248,104249,5,5,15,0,2019,4,18,5,3,4,6,0,1,0,0,0,0,0,"404069,337103194560000","5759220,704103859100000",7.603356333000022,51.97537708300007,1,Unfallorte2019_LinRef.csv,
104249,104250,5,5,15,0,2019,4,14,5,3,5,3,0,1,1,0,0,0,0,"404914,411612326280000","5756295,418238155500000",7.616465660000074,51.949228712000036,1,Unfallorte2019_LinRef.csv,
104250,104251,5,5,15,0,2019,4,16,5,3,4,2,0,1,1,0,0,0,0,"403492,166115456260000","5760696,931846385800000",7.59454080200004,51.988545894000026,1,Unfallorte2019_LinRef.csv,
104251,104252,5,5,15,0,2019,4,3,5,2,0,1,2,1,0,0,0,0,0,"406229,290369685740000","5758888,834060365300000",7.634883760000037,51.97276276400004,0,Unfallorte2019_LinRef.csv,
104252,104253,5,5,15,0,2019,4,14,5,3,0,3,0,1,1,0,0,0,0,"405507,037284017540000","5751870,835723634800000",7.626300925000066,51.909559442000045,1,Unfallorte2019_LinRef.csv,
104360,104361,5,5,15,0,2019,4,14,4,3,8,7,0,0,1,0,0,0,0,"411791,111999999730000","5756584,969000004200000",7.716421964000062,51.95296450200004,0,Unfallorte2019_LinRef.csv,
104361,104362,5,5,15,0,2019,4,13,4,3,2,6,0,0,1,0,0,0,0,"407179,175382032990000","5751331,021695133300000",7.650747846000058,51.904988425000056,1,Unfallorte2019_LinRef.csv,
104542,104543,5,5,15,0,2019,4,14,2,3,9,7,0,0,1,0,0,0,0,"401156,662070170040000","5752110,242247572200000",7.563009316000034,51.91095630500007,0,Unfallorte2019_LinRef.csv,
104564,104565,5,5,15,0,2019,4,16,1,3,5,3,0,1,1,0,0,0,0,"404984,147148887630000","5758214,557229746100000",7.616949226000031,51.96649062200004,0,Unfallorte2019_LinRef.csv,
104565,104566,5,5,15,0,2019,4,18,1,3,5,2,0,0,1,0,1,0,0,"407859,944987731050000","5758260,162566326600000",7.658784511000022,51.96738467100005,0,Unfallorte2019_LinRef.csv,
104566,104567,5,5,15,0,2019,4,17,1,2,0,1,0,0,0,0,1,0,0,"403878,691838466560000","5759407,736094726200000",7.600529257000062,51.977025241000035,0,Unfallorte2019_LinRef.csv,
104567,104568,5,5,15,0,2019,4,5,1,3,5,2,2,1,1,0,0,0,0,"406392,794476745650000","5756345,713774323500000",7.637956419000034,51.94993155700007,0,Unfallorte2019_LinRef.csv,
104637,104638,5,5,15,0,2019,4,18,3,2,5,3,0,1,0,0,0,0,0,"404587,859326441770000","5758645,690423049000000",7.611062874000027,51.97029792600006,0,Unfallorte2019_LinRef.csv,
104639,104640,5,5,15,0,2019,4,13,3,3,6,4,0,0,1,1,0,0,0,"405968,634285009470000","5757860,135041682000000",7.631372029000033,51.963472324000065,0,Unfallorte2019_LinRef.csv,
104640,104641,5,5,15,0,2019,4,8,3,3,5,2,0,1,1,0,0,0,0,"406603,609102246350000","5757162,468776878000000",7.640800977000026,51.95730839700008,0,Unfallorte2019_LinRef.csv,
104759,104760,5,5,15,0,2019,4,13,7,3,5,2,0,1,1,0,0,0,0,"410570,569000000130000","5760598,091000001900000",7.697620574000041,51.98884224600005,0,Unfallorte2019_LinRef.csv,
104809,104810,5,5,15,0,2019,4,18,6,3,6,2,0,0,1,1,0,0,0,"407213,351924434300000","5751344,043501174100000",7.651240984000026,51.90511116700003,0,Unfallorte2019_LinRef.csv,
104810,104811,5,5,15,0,2019,4,12,6,3,5,2,0,1,1,0,0,0,0,"406169,452999999750000","5758093,650000000400000",7.634230245000026,51.965605193000044,0,Unfallorte2019_LinRef.csv,
104897,104898,5,5,15,0,2019,4,7,5,2,2,6,0,0,1,0,1,0,0,"411174,813292083330000","5752006,749781534100000",7.708638303000043,51.91171383000005,0,Unfallorte2019_LinRef.csv,
104898,104899,5,5,15,0,2019,4,2,5,3,0,7,2,1,0,0,0,0,0,"405402,576636752110000","5758174,987567652000000",7.623048881000045,51.96620631800005,0,Unfallorte2019_LinRef.csv,
104899,104900,5,5,15,0,2019,4,14,5,3,1,6,0,0,1,0,0,1,0,"405523,757553134110000","5754588,670982567600000",7.625798057000054,51.93399151800003,0,Unfallorte2019_LinRef.csv,
104949,104950,5,5,15,0,2019,4,19,1,3,2,6,0,0,1,0,0,0,0,"407417,291000200440000","5755079,056851495100000",7.653200104000064,51.93871761500003,0,Unfallorte2019_LinRef.csv,
104954,104955,5,5,15,0,2019,4,0,1,2,0,1,2,1,0,0,0,0,0,"409829,266119585370000","5761042,537017220600000",7.686710998000024,51.99271734600006,1,Unfallorte2019_LinRef.csv,
105051,105052,5,5,15,0,2019,4,6,4,3,5,2,1,1,0,0,0,0,0,"405966,250323404560000","5757187,693697407800000",7.631521431000067,51.95742771400006,0,Unfallorte2019_LinRef.csv,
105053,105054,5,5,15,0,2019,4,15,4,3,2,6,0,1,0,0,0,0,0,"406257,416949498470000","5757689,038594875500000",7.635620676000031,51.96198319900003,0,Unfallorte2019_LinRef.csv,
105054,105055,5,5,15,0,2019,4,12,4,3,5,2,0,1,0,0,0,0,1,"406142,073465333320000","5751402,263853645000000",7.635657622000053,51.90545502900005,0,Unfallorte2019_LinRef.csv,
105056,105057,5,5,15,0,2019,4,6,4,3,5,3,0,1,1,0,0,0,0,"403942,104813333600000","5758260,906599987300000",7.601773146000028,51.96672813400005,0,Unfallorte2019_LinRef.csv,
105333,105334,5,5,15,0,2019,4,13,2,3,2,6,0,0,1,0,1,0,0,"405926,638903837650000","5756128,265598738600000",7.631235164000032,51.94789838400004,0,Unfallorte2019_LinRef.csv,
105335,105336,5,5,15,0,2019,4,13,2,3,3,6,0,1,0,0,0,0,0,"404510,911424227990000","5756302,049682376900000",7.610594586000048,51.94921919400008,0,Unfallorte2019_LinRef.csv,
105337,105338,5,5,15,0,2019,4,8,2,3,0,7,0,0,0,0,1,0,0,"405310,469253317450000","5755328,351664708900000",7.622493010000028,51.94060385500006,0,Unfallorte2019_LinRef.csv,
105474,105475,5,5,15,0,2019,4,18,4,2,5,2,0,1,0,0,0,0,1,"406505,378406400790000","5757242,435403371200000",7.639350097000033,51.95801066900003,0,Unfallorte2019_LinRef.csv,
105599,105600,5,5,15,0,2019,4,17,1,2,4,6,0,0,0,0,1,0,0,"408811,723000002090000","5758540,803100002900000",7.67256026900003,51.97006418800004,0,Unfallorte2019_LinRef.csv,
105664,105665,5,5,15,0,2019,4,6,7,3,2,6,1,0,1,0,0,0,0,"405972,618999999950000","5752311,447999998900000",7.632946998000023,51.913598688000036,0,Unfallorte2019_LinRef.csv,
105852,105853,5,5,15,0,2019,4,13,2,3,0,4,0,0,1,1,0,0,0,"406528,002421274780000","5750596,964985990900000",7.64148427400005,51.89828142300007,0,Unfallorte2019_LinRef.csv,
105853,105854,5,5,15,0,2019,4,11,2,3,6,3,0,0,1,1,0,0,0,"405602,658499650660000","5754294,007941857000000",7.627026202000025,51.93135633400004,0,Unfallorte2019_LinRef.csv,
106172,106173,5,5,15,0,2019,4,19,4,3,0,4,0,1,0,1,0,0,0,"404335,443492715250000","5759047,107566122000000",7.60727769500005,51.97386261200006,0,Unfallorte2019_LinRef.csv,
106173,106174,5,5,15,0,2019,4,15,4,3,1,6,0,0,1,0,0,0,0,"402586,869171801020000","5760642,716792570400000",7.581376566000074,51.987900566000064,0,Unfallorte2019_LinRef.csv,
106175,106176,5,5,15,0,2019,4,14,4,3,0,4,0,1,0,1,0,0,0,"405151,402519047260000","5757194,547400564000000",7.619664715000056,51.95735092400008,0,Unfallorte2019_LinRef.csv,
106199,106200,5,5,15,0,2019,4,19,7,2,6,4,0,1,0,1,0,0,0,"405849,646077803340000","5756856,063087830300000",7.629915883000024,51.95442713700004,0,Unfallorte2019_LinRef.csv,
106425,106426,5,5,15,0,2019,4,11,3,3,1,6,0,0,1,0,0,0,0,"405592,397228151560000","5754337,244921067700000",7.626865138000028,51.93174322900006,0,Unfallorte2019_LinRef.csv,
106472,106473,5,5,15,0,2019,4,14,5,3,2,3,0,1,1,0,0,0,0,"405946,016000000760000","5756806,165000002800000",7.631331492000072,51.95399493700006,0,Unfallorte2019_LinRef.csv,
106473,106474,5,5,15,0,2019,4,18,5,3,1,6,0,0,1,0,0,0,0,"403151,958921921440000","5754164,599049903500000",7.591429614000049,51.92977212400007,0,Unfallorte2019_LinRef.csv,
106475,106476,5,5,15,0,2019,4,17,5,3,0,1,0,1,0,0,0,0,0,"406302,079294522290000","5757680,310111220900000",7.636272898000073,51.96191227300005,0,Unfallorte2019_LinRef.csv,
106477,106478,5,5,15,0,2019,4,14,5,3,1,5,0,1,1,0,0,0,0,"406553,379682548340000","5758759,490385118900000",7.639635632000022,51.971654751000074,0,Unfallorte2019_LinRef.csv,
106613,106614,5,5,15,0,2019,4,8,3,3,5,3,0,1,1,0,0,0,0,"401648,180000000630000","5755592,414000000800000",7.569157521000022,51.94234200300008,0,Unfallorte2019_LinRef.csv,
106624,106625,5,5,15,0,2019,5,23,6,2,0,7,2,1,0,0,0,0,0,"406352,950800072400000","5757350,155783591800000",7.637103093000064,51.958953260000044,1,Unfallorte2019_LinRef.csv,
106626,106627,5,5,15,0,2019,5,16,6,3,3,6,0,1,0,0,0,0,0,"406029,683000001130000","5756779,374000001700000",7.632555962000026,51.95376827100006,0,Unfallorte2019_LinRef.csv,
106628,106629,5,5,15,0,2019,5,10,6,2,2,6,0,0,1,0,0,0,0,"408888,917710145000000","5753144,548473203600000",7.675113846000045,51.92157189400007,0,Unfallorte2019_LinRef.csv,
106629,106630,5,5,15,0,2019,5,7,6,2,0,1,0,1,0,0,0,0,0,"404038,907505241220000","5753657,749028220800000",7.604466685000034,51.925369973000045,0,Unfallorte2019_LinRef.csv,
106812,106813,5,5,15,0,2019,5,12,5,3,1,6,0,0,1,0,0,0,0,"409112,503999999720000","5758487,848999999500000",7.676951533000022,51.969637471000055,0,Unfallorte2019_LinRef.csv,
106814,106815,5,5,15,0,2019,5,18,5,3,3,6,0,1,1,0,0,0,0,"406010,524372266610000","5758954,663197707400000",7.631681913000023,51.97331751000007,1,Unfallorte2019_LinRef.csv,
106876,106877,5,5,15,0,2019,4,13,2,3,6,6,0,1,0,1,0,0,0,"406273,174750276840000","5757401,133201291800000",7.635928515000046,51.95939802800007,0,Unfallorte2019_LinRef.csv,
106878,106879,5,5,15,0,2019,4,10,2,3,3,6,0,0,1,0,0,1,0,"405638,985000000340000","5754139,028000002700000",7.627596895000067,51.92996946000005,0,Unfallorte2019_LinRef.csv,
106879,106880,5,5,15,0,2019,4,7,2,3,1,5,0,1,0,0,0,0,0,"404589,786517437550000","5755718,559804853100000",7.611903832000053,51.94398808900007,0,Unfallorte2019_LinRef.csv,
106958,106959,5,5,15,0,2019,5,7,7,3,5,3,0,1,1,0,0,0,0,"404642,243375947700000","5755256,086377158800000",7.612795023000047,51.93984018200007,0,Unfallorte2019_LinRef.csv,
107029,107030,5,5,15,0,2019,5,20,4,3,1,5,0,0,1,0,0,0,0,"407105,344311404040000","5756909,036817090600000",7.648169057000075,51.955114465000065,0,Unfallorte2019_LinRef.csv,
107094,107095,5,5,15,0,2019,5,15,3,3,5,2,0,1,1,0,0,0,0,"405403,326224843970000","5756012,365816613700000",7.623655241000051,51.94676787600008,0,Unfallorte2019_LinRef.csv,
107095,107096,5,5,15,0,2019,5,14,3,3,5,3,0,1,0,0,0,0,0,"401181,337000002150000","5759373,322000002500000",7.561280439000029,51.97624278500007,0,Unfallorte2019_LinRef.csv,
107096,107097,5,5,15,0,2019,5,8,3,3,5,2,0,1,1,0,0,0,0,"404062,387856344690000","5756226,473884308700000",7.604091567000069,51.94846271000006,0,Unfallorte2019_LinRef.csv,
107203,107204,5,5,15,0,2019,5,16,2,3,4,7,0,1,0,0,0,0,0,"404961,892911605540000","5758232,464269986400000",7.616620438000041,51.966647773000034,0,Unfallorte2019_LinRef.csv,
107204,107205,5,5,15,0,2019,5,14,2,2,0,6,0,0,0,0,0,0,1,"405408,561489660290000","5756039,921599810900000",7.623723806000044,51.947016450000035,0,Unfallorte2019_LinRef.csv,
107205,107206,5,5,15,0,2019,5,9,2,3,5,3,0,1,1,0,0,0,0,"407095,257172582670000","5760302,452180184400000",7.647103942000058,51.98561448300006,0,Unfallorte2019_LinRef.csv,
107460,107461,5,5,15,0,2019,5,18,5,3,5,3,0,1,1,0,0,0,0,"405509,892000000920000","5751883,525000000400000",7.626338932000067,51.90967398400005,0,Unfallorte2019_LinRef.csv,
107461,107462,5,5,15,0,2019,5,8,5,3,2,6,0,0,1,0,0,0,0,"403406,579416709950000","5759876,973369771600000",7.593525707000026,51.98116100900006,0,Unfallorte2019_LinRef.csv,
107590,107591,5,5,15,0,2019,5,9,4,3,5,2,0,1,1,0,0,0,0,"405774,000615568830000","5758000,243291594100000",7.628501566000068,51.96469872400007,0,Unfallorte2019_LinRef.csv,
107591,107592,5,5,15,0,2019,5,18,4,3,0,3,0,1,1,0,0,0,0,"406625,066000000570000","5757653,318000000000000",7.64097971700005,51.96172399400007,0,Unfallorte2019_LinRef.csv,
107593,107594,5,5,15,0,2019,5,19,4,3,6,1,0,0,0,1,1,0,0,"401318,174000000580000","5748333,690999997800000",7.566437386000075,51.877040160000035,1,Unfallorte2019_LinRef.csv,
107595,107596,5,5,15,0,2019,5,17,4,3,5,3,1,1,1,0,1,0,0,"407255,182572051880000","5756889,386580428100000",7.650354198000059,51.95496284700005,1,Unfallorte2019_LinRef.csv,
107596,107597,5,5,15,0,2019,5,15,4,3,3,6,0,1,1,0,0,0,0,"405478,056977874600000","5754988,226697726200000",7.625023733000035,51.93757515100003,1,Unfallorte2019_LinRef.csv,
107597,107598,5,5,15,0,2019,5,14,4,3,5,3,0,0,0,0,1,0,0,"407900,576000001280000","5760301,456000002100000",7.658827922000057,51.98573963200005,0,Unfallorte2019_LinRef.csv,
107693,107694,5,5,15,0,2019,5,18,2,3,3,6,0,1,0,0,0,0,0,"404826,681127021090000","5758354,776018733200000",7.614619007000044,51.96772402400006,0,Unfallorte2019_LinRef.csv,
107694,107695,5,5,15,0,2019,5,18,2,2,0,1,0,1,0,0,0,0,0,"403999,397360404950000","5758107,933168496900000",7.602649601000053,51.96536305600006,0,Unfallorte2019_LinRef.csv,
107695,107696,5,5,15,0,2019,5,9,2,3,1,1,0,1,1,0,0,0,0,"406813,805084995930000","5757689,307136736800000",7.64371611200005,51.96207914900003,0,Unfallorte2019_LinRef.csv,
107756,107757,5,5,15,0,2019,5,16,3,3,5,3,0,1,1,0,0,0,0,"405194,139560702260000","5750111,041441345600000",7.622237631000076,51.89368835000005,0,Unfallorte2019_LinRef.csv,
107861,107862,5,5,15,0,2019,5,14,1,3,2,6,0,0,1,0,1,0,0,"403079,517331686800000","5758128,127794059000000",7.589258823000023,51.96538495300007,0,Unfallorte2019_LinRef.csv,
107900,107901,5,5,15,0,2019,5,16,3,3,2,7,0,0,1,0,0,0,0,"404671,685144227000000","5759851,352267246700000",7.611947853000061,51.98114922700006,0,Unfallorte2019_LinRef.csv,
107935,107936,5,5,15,0,2019,5,13,7,3,3,6,0,1,0,0,0,0,0,"404248,748985987160000","5754425,217753531400000",7.607303823000052,51.932304428000066,0,Unfallorte2019_LinRef.csv,
107937,107938,5,5,15,0,2019,5,17,7,3,3,6,0,1,0,0,0,0,0,"406314,768782553260000","5757374,924500554800000",7.636540824000065,51.959169461000045,0,Unfallorte2019_LinRef.csv,
107938,107939,5,5,15,0,2019,5,13,7,3,1,6,0,0,1,0,0,0,0,"405599,239616731180000","5757051,108734814500000",7.62621948900005,51.95613784300008,0,Unfallorte2019_LinRef.csv,
107940,107941,5,5,15,0,2019,5,10,7,3,2,6,0,0,1,0,0,0,0,"406727,811065007930000","5756715,196535669300000",7.642729360000033,51.95330893700003,0,Unfallorte2019_LinRef.csv,
108068,108069,5,5,15,0,2019,5,19,4,3,5,2,0,0,1,0,0,0,0,"406036,879999999890000","5756775,975000001500000",7.632661589000065,51.95373893500005,0,Unfallorte2019_LinRef.csv,
108071,108072,5,5,15,0,2019,5,14,4,3,3,6,0,1,0,0,0,0,0,"405723,703470736740000","5753793,981215216200000",7.628923202000067,51.92688236500004,0,Unfallorte2019_LinRef.csv,
