vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,igvp
Hoher Heckenweg,132,sa,06.01.2018,18:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,703,,49,,,,,,F,,,702000-002279-18/4
Herwarthstraße,7,mo,15.01.2018,10:50,5,,a,,,,,2,,,,,,,2,,,,21,waf,21,waf,,645,,21,,,26,,,24,84,,702000-002487-18/1
Mecklenbecker Straße,235,mo,15.01.2018,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hh,,799,,49,,,,2/3,1,F,,,702000-002592-18/9
Warendorfer Straße,5,sa,13.01.2018,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,703,,49,,,,,,F,,,702000-002368-18/6
Meesenstiege,Wielandstraße,di,02.01.2018,12:50,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,342,,49,,,,,1,63,83,,702000-000262-18/4
Loddenheide,5,mi,10.01.2018,17:15,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,fs,,703,,27,,,,,,58,,,
Am Max-Klemens-Kanal,Grevener Straße,mi,10.01.2018,06:23,5,,z,,,,,2,,,,,,,2,,,,21,st,21,st,,621,,14,,,,2,,19,,,
Weseler Straße,Geiststraße,mi,10.01.2018,14:35,5,,z,,,,,2,,,,,,,1,,1,,33,waf,21,ms,,601,,14,,,,,,44,,,
Ludgeriplatz,Schorlemerstraße,mi,10.01.2018,06:40,5,,z,,,,,2,,1,n,,,,,,1,,33,coe,71,,,641,,26,,,,2,,57,,,
Friedrich-Ebert-Straße,16,do,11.01.2018,09:59,5,,z,,,,,2,,,,,,,,1,,1,59,ms,40,ms,,501,,14,,,,,,45,,,
Schillerstraße,86,do,11.01.2018,13:05,5,,z,,,,,2,,,,,,,2,,,,21,be,21,waf,,711,,36,,,,,,24,,,
Gereonstraße,14a,do,11.01.2018,17:30,5,,z,,,,,3,,1,n,,,1,1,,,,71,,11,nrw,,601,,14,,,,2,,31,,,
Hermannstraße,73a,di,09.01.2018,16:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,501,,14,,,,,,61,,,
Scharnhorststraße,118,mi,10.01.2018,11:35,5,,m,,,,,2,,,,,,,2,,,,21,bf,21,re,,711,,36,,,,,,49,,,
Weseler Straße,Geiststraße,mi,10.01.2018,14:35,5,,m,,,,,2,,,,,,,2,,,,21,un,21,ms,,623,,14,,,,,,21,,,
B 51,Hammer Straße,do,11.01.2018,15:25,5,,m,,,,,2,,,,,,,2,,,,21,lh,21,coe,,623,,14,,,,,,22,,,
Dahlweg,Alfred-Krupp-Weg,mi,10.01.2018,08:20,5,,m,,,,,2,,,,,,,1,1,,,46,UA,21,ms,,501,,14,,,,,,36,,,
Ludgeriplatz,Hammer Straße,mi,10.01.2018,16:05,5,,m,,,,,2,,,,,,,2,,,,21,st,21,waf,,641,,26,,,,,,71,,,
Dunantstraße,Von-Witzleben-Straße,mi,10.01.2018,16:45,5,,o,,,,,2,,,,,,,1,1,,,44,me,21,ms,,501,,14,,,,1,,47,,,
Ludgeriplatz,Moltkestraße,mi,10.01.2018,14:00,5,,m,,,,,2,,,,,,,1,1,,,21,m,44,ms,,303,,28,,,,,,71,,,
Weseler Straße,264,mi,10.01.2018,12:30,5,,o,,,,,2,,,,,,1,1,,,,21,ms,11,nrw,,571,,36,,,,,,21,,,
Gartenstiege,12,di,09.01.2018,09:40,5,,o,,,,,2,,,,,,,1,1,,,21,ms,40,bn,,711,,36,,,,,,34,,,
Albersloher Weg,427,mi,10.01.2018,07:30,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ham,,641,,26,,,,2,,70,,,
Hülsebrockstraße,81a,mi,10.01.2018,07:45,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,75,,,
Schmeddingstraße,111,mi,10.01.2018,08:40,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,37,,,
Holtmannsweg,100m westl Bahnübergang,mi,10.01.2018,18:55,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,wi,,601,,14,49,,,2,,34,,,
Am Rohrbusch,81,mi,10.01.2018,17:27,5,,o,,,,,2,,,,,,,2,,,,21,del,21,ms,,703,,36,,,,2,,34,,,
Altenberger Straße,ca. 300m v. Buchhandlung Middendorf,mi,10.01.2018,20:20,5,,,o,,,,1,,,,,,,1,,,,21,st,,,,751,,86,,,,2,,63,,,
Ulrichstraße,4,mi,10.01.2018,10:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,37,,,
Bergstraße,Schlaunstraße,mi,10.01.2018,09:10,5,,m,,,,,2,,,,,,,2,,,,21,bor,21,bf,,623,,14,,,,,,29,,,
Meesenstiege,Hünenburg,do,11.01.2018,06:20,5,,m,,,,,2,,,,,,,2,,,,21,lh,21,ms,,601,,14,,,,2,,55,,,
Heroldstraße,4,mi,10.01.2018,16:48,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,799,,49,,,,1,,77,,,
York-Ring,100m v.Kreuzung Steinfurter Straße,do,11.01.2018,15:15,5,,m,,,,,2,,,,,,,1,1,,,40,el,21,st,,641,,26,,,,,,72,,,
Schlaunstraße,8,do,11.01.2018,19:15,5,,o,,,,,2,,,,,,,2,,,,21,st,21,mk,,703,,14,,,,2,1,31,,,
Kerßenbrockstraße,19,do,11.01.2018,19:50,5,,m,,,,,2,,,,,,,2,,,,21,pb,21,aur,,711,,36,,,,2/3,,21,,,
Kurneystraße,2,mi,10.01.2018,11:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,702,,14,,,,,1,84,,,
Korbmacherweg,19,mi,10.01.2018,08:20,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,799,,49,,,,,,37,,,
Fernholzstraße,5,di,09.01.2018,10:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,75,,,
Albert-Schweitzer-Straße,Parkhaus UKM,di,09.01.2018,09:40,5,,m,,,,,2,,,,,,,2,,,,21,hh,21,mk,,703,,36,,,,,,40,,,
Osttor,Hülsebrockstraße,do,11.01.2018,07:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,2,,20,,,
Von-Humboldt-Straße,44,do,11.01.2018,07:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lh,,703,,36,,,,,,24,,,
Universitätsstraße,22,mi,10.01.2018,15:58,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,be,,601,,14,,,,,,38,,,
Erphostraße,43,mi,10.01.2018,07:10,5,,m,,,,,2,,,,,,,2,,,,21,sl,21,ger,,594,,14,,,,2/3,,30,,,
Sentmaringer Weg,120d,di,09.01.2018,08:20,5,,o,,,,,1,,,,,,,,1,,,44,waf,,,,711,,36,,,,,,39,,,
Westhoffstraße,Kristiansandstraße,do,04.01.2018,18:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,st,,303,,28,,,,2/3,1,86,,,702000-000767-18/9
Kiesekampweg,Übergang zum Geh-Radweg,mi,17.01.2018,08:05,2,,,,,1,,1,,1,n,,,,,,,,72,,,,,799,,49,72,,,,2,46,,,702000-002874-18/1
Keltenweg,Zufahrt Aldi(Albersloher Weg550),di,16.01.2018,18:50,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,2/3,1,22,,,702000-002831-18/0
Bahnhofstraße,Urbanstraße,di,16.01.2018,20:45,4,,,,,,,2,,,,,,,2,,,,21,ms,21,noh,,651,,49,,,,2/3,1,25,,,702000-002835-18/6
Hansaring,17,mo,01.01.2018,00:20,2,,,,,1,,2,,1,n,,,,1,,,,71,,21,ms,,372,01,37,,,,2/3,1,25,48,1.41 °/oo,702000-000011-18/6
Sprakeler Straße,299,di,16.01.2018,07:15,2,,,,,1,,1,,,,,,,1,,,,21,ms,,,,199,,49,83,,,2,1,48,,,702000-002640-18/8
Wilhelmstraße,51,sa,13.01.2018,14:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,d,,799,,49,,,,,,F,,,702000-002303-18/5
Robert-Bosch-Straße,2,fr,12.01.2018,16:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,703,,49,,,,,,F,,,702000-002542-18/4
Stühmerweg,8,mi,17.01.2018,07:15,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,199,,49,72,,,2,2,51,,,702000-002857-18/6
Rote Erde ,Meckmannweg,mi,17.01.2018,06:20,3,X,,,,,1,2,,1,n,,,,,1,,,40,,71,,,301,,35,49,,,2/3,1/2,F,31,,702000-002940-18/4
Wolbecker Straße,69,sa,13.01.2018,00:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-002619-18/6
Horstmarer Landweg,252,fr,12.01.2018,13:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,681,,14,,,,,,34,,,
Dreizehnerstraße,27,sa,13.01.2018,18:15,5,,a,,,,,3,,,,,,,3,,,,21,ms,21,dh,,711,,36,,,,2/3,,36,,,
Albersloher Weg,Bushaltestelle P&R Nieberdingstraße,sa,13.01.2018,14:50,5,,z,,,,,2,,,,,,,2,,,,21,st,21,waf,,631,,26,,,,,,37,,,
Verspoel,21,sa,13.01.2018,16:55,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,551,,37,,,,,,21,,,
Warendorfer Straße,Handorfer Straße,fr,12.01.2018,10:15,5,,,a,,,,2,,,,,,,1,1,,,21,ms,44,bm,,305,,28,,,,,,45,,,
Hummelbrink,1,do,11.01.2018,17:35,5,,z,,,,,2,,,,,,,1,1,,,40,ms,21,do,,501,,14,,,,2,,20,,,
Wolbecker Straße,284,mi,10.01.2018,15:00,5,,a,,,,,2,,,,,,,2,,,,21,be,21,ms,,711,,36,,,,,,19,,,
Gievenbecker Weg,Zufahrt Parkplatz 1.FC Gievenbeck,fr,12.01.2018,08:15,5,,z,,,,,2,,1,n,,,,1,,,,21,ms,71,,,341,,28,,,,,,48,,,
Wilhelmstraße,Einsteinstraße,so,14.01.2018,13:05,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,721,,36,,,,,,34,,,
Hammer Straße,B 51,fr,12.01.2018,18:44,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,651,,14,,,,2,,32,,,
Bahnhofstraße,Urbanstraße,do,11.01.2018,09:45,5,,a,,,,,2,,,,,1,,,1,,,44,st,01,,,711,,36,,,,,,25,,,
Zuhornstraße,15,mo,15.01.2018,18:15,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,fds,,681,,14,,,,2,1,34,,,
Düesbergweg,33,mo,15.01.2018,11:29,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,46,,,
Weseler Straße,Metzerstraße,mo,15.01.2018,21:40,5,,a,,,,,2,,,,,,,2,,,,21,bor,21,ms,,212,,35,,,,2/3,1,36,,,
Schulteweg,Schmeddingstraße,mo,15.01.2018,11:45,5,,a,,,,,2,,,,,,,1,1,,,44,ham,21,ms,,711,,36,,,,,,36,,,
Dahlweg,Alfred-Krupp-Weg,mo,15.01.2018,18:10,5,,z,,,,,2,,,,,,,1,1,,,46,coe,21,ms,,501,,14,,,,2,1,55,,,
Hugo-Pottebaum-Platz,Höhe Edeka-Getränkemarkt,so,14.01.2018,09:45,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,799,,49,,,,,,77,,,
Gartenstraße,ggü. 56,sa,13.01.2018,02:00,5,,o,,,,,2,,,,,,,2,,,,21,d,21,aa,,501,,14,,,,2/3,,23,,,
Schlossplatz,Universitätsstraße,sa,13.01.2018,18:15,5,,o,,,,,2,,,,,,,2,,,,21,od,21,ms,,651,,14,37,,,,,,23,,
Heisstraße,12,fr,12.01.2018,14:00,5,,o,,,,,2,,,,,,,1,,,1,21,lh,22,ms,,502,,14,,,,,,46,,,
Oberschlesierstraße,107,fr,12.01.2018,08:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,501,,14,,,,,,31,,,
Rüpingstraße,21,fr,12.01.2018,13:34,5,,m,,,,,2,,,,,,,1,1,,,44,bn,21,k,,711,,36,,,,,,19,,,
Gereonstraße,16,do,11.01.2018,15:45,5,,o,,,,,2,,,,,,,2,,,,21,lün,21,ms,,501,,14,,,,,,34,,,
Andreas-Hofer-Straße,104,do,11.01.2018,13:15,5,,o,,,,,2,,,,,,,2,,,,21,os,21,lh,,501,,14,,,,,,23,,,
Dieckmannstraße,Parkplatz LaVie,do,11.01.2018,14:25,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,coe,,703,,36,,,,,,40,,,
Grevener Straße,25,do,11.01.2018,14:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,80,,,
Hamburger Straße,Soester Straße,so,14.01.2018,15:00,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,711,,36,,,,,,54,,Stadt,
Hammer Straße,B 51,so,14.01.2018,19:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,47,,,
Alter Steinweg,21,sa,13.01.2018,16:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,st,,703,,14,,,,1,,37,,,
Krummer Timpen,Parkplatz Bispinghof,sa,13.01.2018,15:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,gz,,703,,36,,,,,,27,,,
Ostmarkstraße,68,sa,13.01.2018,11:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ka,,501,,14,,,,,,59,,,
Winkelstraße,17,fr,12.01.2018,14:30,5,,m,,,,,2,,,,,,,2,,,,21,oe,21,ms,,501,,14,,,,,,27,,,
Homannstraße,52,do,11.01.2018,12:55,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,46,,,
Mecklenbecker Straße,Boeselagerstraße,sa,13.01.2018,14:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,201,,14,,,,,,43,,,
Lippstädter Straße,Parkplatz Messehalle Nord,so,14.01.2018,00:01,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,coe,,703,,36,,,,2,,49,,,
Sentmaringer Weg,58,sa,13.01.2018,13:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,262,,28,,,,,,35,,,
Warendorfer Straße,50,mi,10.01.2018,18:15,5,,o,,,,,2,,,,,,,1,1,,,40,bn,21,ms,,501,,14,,,,2/3,,25,,,
Lippstädter Straße,Albersloher Weg,fr,12.01.2018,14:00,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,641,,26,,,,,,59,,,
Scheibenstraße,51,di,09.01.2018,07:38,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,os,,711,,36,,,,1,,46,,,
Lauheider Straße,350m nördl. Galheide,do,11.01.2018,17:35,5,,,o,,,,1,,,,,,,1,,,,21,mg,,,,751,,86,,,,2,,20,,,
Friedhofstraße,21,do,11.01.2018,17:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,1,,43,,,
Emdener Straße,16,sa,13.01.2018,12:10,5,,o,,,,,2,,,,,,,1,1,,,40,bn,21,ms,,501,,14,,,,,,23,,,
Enkingweg,36,sa,13.01.2018,15:25,5,,m,,,,,2,,,,,,,1,1,,,40,bn,21,st,,502,,14,,,,,,21,,,
Am Mittelhafen,42,sa,13.01.2018,16:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,599,,49,,,,,,18,,,
Universitätsstraße,Schlossplatz,sa,13.01.2018,17:25,5,,m,,,,,2,,,,,,,2,,,,21,e,21,mo,,711,,36,,,,2/3,,83,,,
Lippstädter Straße,10,sa,13.01.2018,20:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,e,,703,,14,,,,2/3,,49,,,
Wolbecker Straße,282,sa,13.01.2018,11:10,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,hh,,601,,14,,,,,,69,,,
Hafenweg,28,so,14.01.2018,12:35,5,,o,,,,,2,,,,,,,2,,,,21,mtk,21,ms,,711,,36,,,,,,43,,,
Winkelstraße,22,fr,12.01.2018,13:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,lip,,711,,36,,,,,,68,,,
Hammer Straße,181,sa,13.01.2018,14:58,5,,o,,,,,3,,,,,,,3,,,,21,bor,21,ms,,631,,26,,,,,,74,,,
Ewaldistraße,Schillerstraße,fr,12.01.2018,10:00,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,waf,,502,,14,,,,,,31,,,
Lublinring,Gartenstraße,fr,12.01.2018,07:50,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,1/3,,41,,,
B 54,AK Münster-Nord,fr,12.01.2018,08:50,5,,,m,,,,2,,,,,,,2,,,,21,coe,21,st,,631,,26,,,,,,24,,,
Gartenstraße,49,do,11.01.2018,07:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,2,,53,,,
Düesbergweg,13,fr,12.01.2018,07:45,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,lh,,501,,14,,,,2,,32,,,
Steinfurter Straße,70m v. Wilkinghege FR MS,fr,12.01.2018,07:40,5,,,o,,,,2,,,,,,,2,,,,21,lh,21,mk,,601,,14,,,,1,,57,,,
Steinfurter Straße,100m v.Wilkinghege FR MS,fr,12.01.2018,06:50,5,,,m,,,,2,,,,,,,2,,,,21,un,21,ah,,601,,14,,,,2,,37,,,
B 54,1km h. AS Nienberge FR ST,fr,12.01.2018,16:30,5,,,m,,,,3,,,,,,,3,,,,21,bor,21,coe,,643,,26,,,,2,,18,,,
Königsberger Straße,Dachsleite,fr,12.01.2018,15:50,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,101,,49,,,,,,63,,,
Münstermannweg,ggü. 9,so,14.01.2018,17:20,5,,o,,,,,2,,,,,,,2,,,,21,lh,21,coe,,501,,14,,,,2,,23,,,
Sentmaringer Weg,Althoffstraße,mo,15.01.2018,07:35,5,,o,,,,,2,,1,n,,,1,,,,,71,,11,ms,,501,,14,,,,1/3,,17,,,
Steinfurter Straße,70m vor Wilkinghege FR MS,fr,12.01.2018,07:41,5,,,o,,,,2,,,,,,,2,,,,21,ms,21,lh,,601,,14,,,,1,,29,,,
Malmedyweg,Eupener Straße,mo,15.01.2018,14:00,5,,o,,,,,2,,,,,,,1,1,,,44,coe,21,ms,,501,,14,,,,,,61,,,
Hummelbrink,10,do,11.01.2018,14:50,5,,m,,,,,2,,,,,,,1,1,,,40,coe,21,ms,,501,,14,,,,,,50,,,
Amelsbürener Straße,Hansestraße,do,11.01.2018,16:30,5,,m,,,,,2,,,,,,,2,,,,21,lh,21,coe,,621,,14,,,,2,,52,,,
Hammer Straße,246,do,11.01.2018,12:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,711,,36,,,,,,75,,,
Telgter Straße,200m südöstl. Everswinkeler Straße,so,14.01.2018,23:48,5,,,o,,,,1,,,,,,,1,,,,21,waf,,,,751,,86,,,,2,,39,,,
Albersloher Weg,409,sa,13.01.2018,17:40,5,,m,,,,,2,,,,,,,2,,,,21,ah,21,w,,601,,14,,,,2,,18,,,
Hammer Straße,234,sa,13.01.2018,18:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,2,,52,,,
Hohe Geest,176,fr,12.01.2018,18:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,2,,31,,,
Schuckertstraße,14,fr,12.01.2018,16:15,5,,o,,,,,1,,,,,,,,1,,,46,BG,,,,711,,36,,,,2/3,,55,,,
Am Steintor,Am Wigbold,fr,12.01.2018,07:55,5,,o,,,,,1,,,,,,,,,1,,33,waf,,,,121,,14,,,,2,,59,,,
Fresnostraße,6,fr,12.01.2018,08:10,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,2,,37,,,
Hensenstraße,Enschedeweg,fr,12.01.2018,08:05,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,coe,,231,,14,,,,,1,32,,,
Am Hörsterfriedhof,4,mo,15.01.2018,08:45,5,,m,,,,,2,,,,,,,1,1,,,21,ms,44,st,,561,,36,,,,,,74,,,
Kappenberger Damm,"Abschn 6.1, km 2.0",mo,15.01.2018,07:55,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,86,,,,,,42,,,
Königsweg,21,mo,12.01.2018,10:10,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,st,,501,,14,,,,,,25,,,
Gartenstraße,Lublinring,mo,15.01.2018,13:08,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,st,,621,,14,,,,,,84,,,
Rüschhausweg,Hülshoffstraße,mo,15.01.2018,16:50,5,,m,,,,,3,,,,,,,3,,,,21,coe,21,ms,,231,,14,,,,2,1,20,,,
Hoher Heckenweg,Markweg,mo,15.01.2018,07:45,5,,m,,,,,2,,,,,,,1,1,,,21,ms,40,ms,,601,,14,,,,1,,41,,,
Warendorfer Straße,Handorfer Straße,mo,15.01.2018,09:10,5,,,m,,,,2,,,,,,,1,1,,,21,waf,44,ms,,623,,14,,,,,,69,,,
Albersloher Weg,Lippstädter Straße,mo,15.01.2018,17:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,602,,14,,,,2,1,62,,,
Weseler Straße,655,mo,15.01.2018,16:00,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,201,,14,,,,,1,63,,,
Hammer Straße,95,do,11.01.2018,14:20,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,nrw,,711,,36,,,,,,74,,,
Friedrich-Ebert-Straße,89,do,11.01.2018,17:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,571,,36,37,,,2/3,,70,,,
Friedrich-Ebert-Straße,Augustastraße,mo,15.01.2018,18:24,5,,o,,,,,2,,,,,,,2,,,,21,el,21,ms,,601,,14,,,,,,50,,,
Rüschhausweg,21,fr,12.01.2018,10:10,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,711,,36,,,,,,50,,,
Weseler Straße,Geiststraße,mo,15.01.2018,18:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,coe,,601,,14,,,,2,1,53,,,
Westfalenstraße,130,do,18.01.2018,15:10,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,703,,49,,,,,1,F,,,702000-003225-18/6
Loddenheide,5,mi,10.01.2018,10:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-001885-18/8
Sprakeler Straße,168,do,18.01.2018,04:36,3,,,,,,1,1,,,,,,1,,,,,12,ms,,,,141,,49,,,,2,1,55,,,702000-003093-18/1
Am Hawerkamp,1,sa,13.01.2018,16:30,5,,a,,,,,2,,,,,,,2,,,,21,whv,21,ms,,521,,37,,,,2/3,,24,,,702000-002314-18/5
Von-Einem-Straße,7,do,11.01.2018,16:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-002005-18/7
Kampstraße,5-9,mo,08.01.2018,07:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,799,,49,,,,,,F,,,702000-002208-18/8
Osttor,Rohrkampstraße,do,04.01.2018,08:45,3,,,,,,1,2,,1,n,,,,1,,,,21,hh,72,,,342,,35,,,,,1,34,79,,702000-000591-18/4
Hammer Straße,Augustastraße,mo,22.01.2018,19:30,3,,,,,,1,2,,,,,1,,1,,,,01,,21,ms,,601,,14,49,,,2/3,1,29,42,,702000-003951-18/7
Schiffahrter Damm,Dieckstraße,mo,08.01.2018,17:20,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,72,,,261,,28,,,,2/3,,67,61,,702000-001393-18/1
Idenbrockplatz,Parkplatz,do,04.01.2018,15:03,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,36,,,,,1,F,,,702000-000894-18/7
Corrensstraße,50,mo,15.01.2018,11:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,re,,501,,49,,,,,,F,,,702000-002520-18/4
Jahnstraße,74,mi,10.01.2018,18:10,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ne,,501,,49,,,,,,F,,,702000-002003-18/9
Grevener Straße,76,do,18.01.2018,16:39,5,,a,,,,,2,,,,,,,,2,,,40,ms,51,wes,,631,,26,49,,,,1,18,,,702000-003254-18/0
Prozessionsweg,60,so,21.01.2018,08:10,3,,,,,,1,1,,1,j,,,,,,,,71,,,,,799,,13,49,72,,,2,47,,,702000-003628-18/1
Theodor-Heuss-Straße,Hiltruper Straße,fr,19.01.2018,18:20,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,302,,28,,,,,,18,,,
Nerzweg,13,so,21.01.2018,21:10,5,,z,,,,,4,,,,,,,4,,,,21,st,21,ms,,501,,14,,,,2,1,29,,,
Roxeler Straße,416,sa,20.01.2018,17:50,5,,a,,,,,3,,1,n,,,,2,,,,21,ms,71,,,703,,11,14,27,,2/3,1,76,,,
Sprakeler Straße,69,fr,19.01.2018,17:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,pb,,501,,14,,,,2,1,88,,,
Geiststraße,64,sa,20.01.2018,11:00,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,1,26,,,
Kardinal-von-Galen-Ring,Niels-Stensen-Straße,sa,20.01.2018,14:58,5,,z,,,,,2,,,,,,,2,,,,21,coe,21,dh,,601,,14,,,,,,18,,,
Weseler Straße,60,so,21.01.2018,01:00,5,,z,,,,,2,,,,,,,2,,,,21,hb,21,ger,,703,,36,,,,2/3,1,18,,,
Geringhoffstraße,44,mi,17.01.2018,09:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,71,,,
Kanalstraße,Masurenweg,mi,17.01.2018,19:20,5,,z,,,,,2,,,,,,,2,,,,21,en,21,ms,,711,,36,,,,2,1,26,,,
Aegidiistraße,Am Stadtgraben,mi,17.01.2018,19:00,5,,a,,,,,2,,,,,,,2,,,,21,hf,21,ms,,211,,35,,,,2,2,44,,,
Am Rohrbusch,81,mi,17.01.2018,08:35,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,621,,14,,,,,1,52,,,
Warendorfer Straße,Overbergstraße,do,18.01.2018,17:25,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,303,,28,,,,2,1,19,,,
Warendorfer Straße,Overbergstraße,do,18.01.2018,14:00,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,hd,,322,,28,,,,,,40,,,
Metzerstraße,62,do,18.01.2018,18:30,5,,z,,,,,2,,,,,,,2,,,,21,te,21,h,,703,,36,,,,2,1,20,,,
Albersloher Weg,Lippstädter Straße,do,18.01.2018,07:23,5,,a,,,,,2,,,,,,,2,,,,21,lh,21,rs,,302,,28,,,,1,1,20,,,
Schlossplatz,Münzstraße,do,18.01.2018,12:10,5,,z,,,,,2,,,,,,,,1,1,,44,hh,33,st,,501,,14,,,,,1,75,,,
Bergstraße,Münzstraße,mi,17.01.2018,16:46,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,302,,28,,,,,,71,,,
Haus Tinnen,Kappenberger Damm,do,18.01.2018,17:30,5,,,a,,,,2,,,,,,,2,,,,21,waf,21,ms,,323,,28,,,,2,1,30,,,
